,X,Y,Z,Classification
6019445,1176079.43,1883859.93,594.4,2
6019482,1176079.44,1884314.24,594.33,2
6019578,1176079.47,1883708.62,603.42,3
6019619,1176079.48,1883223.12,600.82,3
6019699,1176079.51,1883496.0,594.4300000000001,2
6020002,1176079.6300000001,1884359.04,595.8000000000001,3
6020412,1176079.78,1884473.1300000001,610.26,4
6020470,1176079.8,1884939.02,633.65,5
6020834,1176079.92,1884326.57,594.39,2
6020976,1176079.96,1883243.59,601.33,3
6021442,1176080.12,1884595.09,596.91,2
6021559,1176080.1500000001,1884960.73,593.9300000000001,2
6021743,1176080.19,1882839.62,608.33,2
6021781,1176080.2,1882794.87,609.42,2
6022318,1176080.35,1884475.69,611.09,4
6022648,1176080.43,1883089.75,604.22,4
6022665,1176080.44,1884774.96,596.9,2
6022685,1176080.44,1883819.48,594.62,2
6022944,1176080.51,1883111.1,590.86,2
6023063,1176080.54,1883377.35,594.37,2
6023145,1176080.57,1884929.72,629.73,5
6023309,1176080.61,1883663.4100000001,596.2,3
6023633,1176080.71,1883623.11,614.19,6
6024058,1176080.8900000001,1884473.67,619.35,5
6024140,1176080.94,1884858.79,593.75,2
6024196,1176080.96,1883210.1600000001,608.17,4
6024327,1176081.02,1883885.94,594.36,2
6024481,1176081.08,1883018.02,607.76,2
6024894,1176081.22,1882735.58,609.5600000000001,2
6024913,1176081.23,1884403.1400000001,592.84,3
6024992,1176081.25,1883015.92,607.76,2
6025049,1176081.27,1883614.55,602.2,3
6025510,1176081.3900000001,1884938.4100000001,633.24,5
6025769,1176081.45,1884300.48,594.49,2
6025919,1176081.49,1884932.49,632.97,5
6025955,1176081.5,1884985.98,593.86,2
6026085,1176081.53,1882859.25,607.73,2
6026184,1176081.56,1882520.34,609.89,2
6026222,1176081.58,1884916.8800000001,622.15,5
6026263,1176081.59,1884253.6400000001,594.26,2
6026510,1176081.67,1884198.23,596.59,3
6026818,1176081.78,1883076.6,609.65,4
6026935,1176081.82,1883071.43,609.67,2
6027564,1176082.02,1884373.34,597.5,3
6027670,1176082.05,1884670.26,597.36,2
6027889,1176082.12,1884336.71,594.4,2
6028386,1176082.36,1883893.86,594.3100000000001,2
6028622,1176082.45,1883178.1300000001,592.29,2
6028968,1176082.55,1883127.68,590.67,2
6029345,1176082.6400000001,1882753.69,608.67,2
6029540,1176082.69,1883763.9100000001,594.84,2
6029836,1176082.76,1883376.73,594.27,2
6029879,1176082.77,1883635.25,614.19,6
6030182,1176082.86,1883004.1500000001,606.69,2
6030783,1176083.08,1883077.1600000001,669.9300000000001,5
6030991,1176083.17,1883182.6,592.41,2
6032040,1176083.55,1883060.96,618.4300000000001,5
6032376,1176083.6500000001,1884936.24,633.58,5
6032459,1176083.67,1883643.57,603.39,3
6032567,1176083.69,1882557.94,609.92,2
6032576,1176083.7,1884931.77,593.59,2
6033179,1176083.87,1884854.57,593.75,2
6033509,1176083.97,1883820.24,594.53,2
6033577,1176084.0,1884876.95,591.7,2
6034254,1176084.21,1883070.75,670.03,6
6034402,1176084.25,1884915.96,618.92,5
6034447,1176084.25,1882932.82,607.75,2
6034628,1176084.29,1883070.34,602.22,3
6034736,1176084.32,1883284.3900000001,593.2,2
6034757,1176084.32,1882941.6300000001,606.45,4
6034783,1176084.33,1883996.45,594.21,2
6035151,1176084.41,1882501.56,609.92,2
6035625,1176084.56,1883042.27,600.9300000000001,3
6035727,1176084.59,1882914.97,606.47,2
6035901,1176084.6500000001,1883033.23,665.46,5
6036002,1176084.69,1884481.1400000001,593.8000000000001,2
6036129,1176084.72,1882960.24,607.82,4
6036655,1176084.85,1883728.49,594.8100000000001,2
6037524,1176085.03,1882965.19,593.6800000000001,2
6037606,1176085.05,1883301.68,593.03,2
6037878,1176085.11,1884924.3,617.82,5
6038050,1176085.1400000001,1883078.49,652.41,5
6038234,1176085.19,1883544.31,594.51,2
6038313,1176085.21,1884520.76,595.95,2
6038317,1176085.21,1884210.32,594.12,3
6038634,1176085.31,1883038.3,599.77,3
6038698,1176085.33,1884211.74,594.0600000000001,3
6039043,1176085.42,1883052.3800000001,598.0600000000001,3
6039214,1176085.47,1884415.5,591.7,2
6039638,1176085.57,1883047.94,603.44,4
6039651,1176085.57,1883025.55,629.86,5
6039913,1176085.6300000001,1883648.5,613.92,6
6039927,1176085.6300000001,1883064.1400000001,670.25,6
6039942,1176085.6400000001,1884947.01,630.2,5
6040090,1176085.67,1884353.81,596.49,3
6040120,1176085.67,1883060.78,665.48,5
6040161,1176085.68,1883622.05,603.41,3
6040166,1176085.68,1883253.01,596.47,3
6040199,1176085.69,1884361.12,595.64,3
6040206,1176085.69,1883675.09,594.36,2
6040431,1176085.73,1882882.17,606.9,2
6040509,1176085.75,1883044.34,623.82,5
6040866,1176085.82,1883037.28,607.76,4
6040868,1176085.82,1883046.18,674.75,5
6041250,1176085.8900000001,1883579.78,594.4,2
6041253,1176085.8900000001,1883570.36,594.48,2
6041361,1176085.91,1883024.86,596.24,3
6041402,1176085.92,1883039.01,646.84,5
6041415,1176085.92,1883029.02,642.97,5
6041787,1176085.99,1884229.02,594.04,2
6041800,1176085.99,1883528.5,594.48,2
6041898,1176086.01,1883052.51,652.88,5
6042630,1176086.16,1884502.03,595.12,2
6042865,1176086.21,1883040.85,618.64,5
6042889,1176086.22,1883417.27,594.39,2
6042983,1176086.24,1883030.74,641.1,5
6043028,1176086.25,1883033.48,618.59,5
6043045,1176086.26,1884048.54,594.02,2
6043305,1176086.33,1883645.01,604.91,4
6043396,1176086.35,1883646.54,604.96,4
6043545,1176086.3800000001,1883653.4100000001,593.46,2
6043631,1176086.4000000001,1884058.93,604.87,4
6043838,1176086.44,1883028.09,670.7,5
6043964,1176086.47,1884197.2,596.44,3
6043987,1176086.47,1882885.08,606.85,4
6043993,1176086.48,1884952.95,628.54,5
6044264,1176086.53,1884282.49,596.59,3
6044338,1176086.54,1882893.27,606.72,2
6044581,1176086.6,1883914.2,594.03,2
6044647,1176086.61,1882915.59,606.15,4
6044667,1176086.62,1884066.46,608.16,6
6044849,1176086.6500000001,1882830.33,607.77,4
6044922,1176086.67,1883034.99,601.34,3
6044923,1176086.67,1883064.54,603.84,4
6045919,1176086.93,1883426.67,594.45,2
6045968,1176086.95,1884207.22,597.24,3
6046416,1176087.06,1883606.52,602.25,3
6046436,1176087.06,1882665.6,607.67,2
6046943,1176087.1500000001,1882981.53,599.57,3
6047198,1176087.2,1883196.92,616.1,5
6047397,1176087.23,1882940.6400000001,594.08,2
6047752,1176087.29,1884920.61,621.54,5
6047792,1176087.3,1884989.61,593.75,2
6048098,1176087.35,1882838.34,605.08,4
6048160,1176087.36,1882535.6400000001,609.41,2
6048191,1176087.37,1882942.48,601.46,3
6048205,1176087.37,1882844.54,606.83,4
6048432,1176087.42,1882810.18,607.77,4
6048591,1176087.46,1882964.26,672.92,5
6048788,1176087.51,1882914.92,600.77,3
6049388,1176087.66,1883394.11,594.29,2
6049529,1176087.7,1884949.12,617.82,5
6049855,1176087.77,1883655.1500000001,607.32,4
6049989,1176087.8,1884930.04,610.63,4
6050285,1176087.86,1884378.44,596.15,3
6050825,1176087.97,1884916.6300000001,615.77,5
6050998,1176088.0,1883256.05,597.46,3
6051090,1176088.02,1884944.57,633.1800000000001,5
6051479,1176088.09,1883267.69,593.23,2
6051516,1176088.1,1884227.6500000001,593.97,2
6051584,1176088.11,1884200.8900000001,594.03,3
6051923,1176088.1500000001,1882818.77,606.76,6
6052482,1176088.23,1882907.85,600.83,3
6052639,1176088.26,1884927.1300000001,602.5500000000001,3
6052804,1176088.28,1882922.1500000001,665.41,5
6053073,1176088.33,1884800.22,596.45,2
6053083,1176088.33,1884119.95,594.04,2
6053329,1176088.37,1883708.96,596.9300000000001,3
6053398,1176088.3800000001,1883404.93,594.4300000000001,2
6053589,1176088.41,1883020.1400000001,611.54,4
6053891,1176088.46,1883001.82,594.63,3
6054265,1176088.52,1883729.31,594.79,2
6054335,1176088.53,1884056.51,594.2,2
6054486,1176088.55,1883180.6500000001,595.72,3
6054488,1176088.55,1883184.6400000001,595.34,3
6054646,1176088.57,1883016.46,593.63,2
6054744,1176088.58,1882834.1300000001,606.91,4
6054806,1176088.59,1882831.8900000001,606.72,4
6055000,1176088.62,1882936.06,612.2,4
6055010,1176088.62,1882594.09,607.92,2
6055115,1176088.6400000001,1882964.07,602.3000000000001,3
6055298,1176088.67,1883211.51,621.13,5
6055571,1176088.71,1883649.36,603.21,3
6055623,1176088.72,1884986.61,593.73,2
6055900,1176088.76,1883585.55,594.24,2
6056045,1176088.78,1883191.03,603.17,4
6056106,1176088.79,1883011.61,670.34,6
6056177,1176088.8,1882975.6300000001,600.27,3
6056597,1176088.86,1882985.73,598.51,3
6056729,1176088.8800000001,1882786.3800000001,607.02,4
6057126,1176088.96,1884127.9100000001,594.0600000000001,2
6057141,1176088.96,1883148.77,593.54,3
6057229,1176088.97,1882753.24,606.77,4
6057265,1176088.98,1883038.1300000001,675.8100000000001,6
6057325,1176088.99,1883018.97,600.13,3
6057354,1176089.0,1884845.1300000001,594.11,2
6057657,1176089.04,1882920.6,670.38,6
6058180,1176089.1300000001,1883006.0,619.87,5
6058525,1176089.18,1883016.61,601.79,3
6058730,1176089.21,1883424.3900000001,594.36,2
6058754,1176089.21,1883013.31,600.46,3
6058761,1176089.21,1883014.6400000001,600.47,3
6059867,1176089.34,1883311.06,592.72,2
6060020,1176089.36,1884634.12,597.11,2
6060161,1176089.37,1882914.1500000001,639.22,5
6060206,1176089.3800000001,1883986.43,594.08,2
6060384,1176089.4000000001,1883658.3800000001,598.69,3
6060486,1176089.41,1883212.06,646.74,5
6060771,1176089.44,1883149.34,618.44,5
6061787,1176089.56,1883593.51,594.25,2
6061909,1176089.57,1883081.6300000001,666.48,5
6061937,1176089.57,1882882.77,594.54,2
6062047,1176089.59,1883509.0,594.33,2
6062267,1176089.62,1884166.27,593.71,2
6062328,1176089.6300000001,1884941.6300000001,614.86,5
6062475,1176089.6500000001,1884535.19,596.29,2
6062500,1176089.6500000001,1883082.78,618.5600000000001,5
6062529,1176089.6500000001,1882779.12,606.82,4
6063325,1176089.78,1883069.52,675.87,5
6063439,1176089.8,1883151.57,665.12,5
6063550,1176089.82,1883161.22,645.24,5
6063708,1176089.85,1884324.32,595.8100000000001,3
6063840,1176089.87,1884164.87,605.22,4
6063931,1176089.8800000001,1883436.81,594.37,2
6064316,1176089.94,1883071.86,678.25,5
6064454,1176089.96,1882952.4000000001,620.29,5
6064559,1176089.98,1884000.86,593.96,2
6065006,1176090.05,1883190.28,656.92,5
6065053,1176090.06,1883712.53,597.32,3
6065194,1176090.08,1883003.58,593.69,2
6065208,1176090.08,1882967.1600000001,602.86,3
6065702,1176090.1500000001,1882609.98,607.6,2
6066161,1176090.23,1883187.52,616.17,5
6066245,1176090.24,1883930.71,594.0,2
6066249,1176090.24,1883237.36,593.62,2
6066774,1176090.32,1882966.03,670.62,6
6066788,1176090.32,1882884.35,605.3000000000001,4
6066976,1176090.35,1882830.08,596.34,3
6067108,1176090.37,1882742.8900000001,606.79,4
6067403,1176090.42,1882999.32,644.1800000000001,5
6067853,1176090.49,1882793.25,594.88,2
6068164,1176090.54,1883652.99,611.37,4
6068209,1176090.55,1884950.71,621.29,5
6068331,1176090.56,1882698.92,606.62,6
6068389,1176090.57,1882999.6600000001,593.8100000000001,2
6068433,1176090.58,1883446.17,594.26,2
6068838,1176090.6300000001,1882883.21,603.35,3
6068868,1176090.6400000001,1883622.02,603.41,3
6069298,1176090.69,1882857.69,613.74,4
6069859,1176090.78,1884986.76,593.69,2
6069929,1176090.78,1882648.49,607.08,3
6070126,1176090.82,1883205.17,618.01,5
6070184,1176090.83,1883072.75,680.62,5
6070197,1176090.83,1882872.93,623.42,5
6070223,1176090.84,1884606.71,597.07,2
6070539,1176090.8900000001,1883224.9000000001,598.4,3
6070700,1176090.91,1882847.61,613.0,4
6070825,1176090.93,1883077.45,675.99,6
6071089,1176090.97,1883212.54,623.5500000000001,5
6071337,1176091.01,1882916.62,636.62,5
6071360,1176091.01,1882738.85,607.85,4
6071478,1176091.03,1882860.44,594.32,2
6071485,1176091.04,1884910.29,592.11,2
6071737,1176091.09,1884176.34,597.77,3
6072043,1176091.16,1883163.07,635.14,5
6072609,1176091.32,1884049.96,594.0500000000001,2
6072643,1176091.33,1884415.45,591.77,2
6072908,1176091.3900000001,1883739.4100000001,594.75,2
6073010,1176091.41,1883148.53,656.98,5
6073244,1176091.46,1882865.1400000001,615.63,5
6073438,1176091.51,1883643.45,614.21,6
6073720,1176091.56,1883667.18,594.3100000000001,2
6074202,1176091.6400000001,1882865.97,598.1800000000001,3
6074354,1176091.67,1883272.8900000001,593.21,2
6074900,1176091.76,1884234.22,593.96,2
6075337,1176091.83,1883483.6600000001,594.24,2
6075469,1176091.85,1882849.9100000001,601.15,3
6075499,1176091.86,1883498.17,594.11,2
6075575,1176091.87,1882655.7,607.11,2
6075734,1176091.91,1883116.9000000001,591.04,2
6075742,1176091.91,1882817.6500000001,596.4,3
6075749,1176091.92,1884819.71,596.1,2
6076299,1176092.04,1884395.84,593.32,7
6076405,1176092.06,1884929.35,616.0600000000001,5
6076414,1176092.06,1884396.11,607.61,4
6076708,1176092.11,1883020.25,672.76,6
6076742,1176092.12,1883745.85,594.85,2
6076817,1176092.1400000001,1884942.1500000001,623.53,5
6076888,1176092.1500000001,1884057.8800000001,594.01,2
6076914,1176092.1500000001,1882832.08,602.41,3
6076989,1176092.17,1884297.55,593.9,2
6077057,1176092.18,1883212.43,602.27,3
6077208,1176092.21,1883329.1400000001,593.03,2
6077328,1176092.23,1883252.44,599.83,3
6077485,1176092.26,1883062.33,681.9300000000001,5
6077530,1176092.27,1883625.23,614.29,6
6077779,1176092.31,1882532.79,607.63,2
6078186,1176092.4000000001,1883223.6600000001,594.01,2
6078546,1176092.48,1882739.11,594.6,2
6078706,1176092.52,1884163.34,611.62,4
6078756,1176092.53,1882963.75,671.6800000000001,6
6078891,1176092.57,1882838.6400000001,615.66,6
6079410,1176092.72,1884373.26,595.62,3
6079478,1176092.73,1883090.96,591.1800000000001,2
6079508,1176092.74,1884339.48,596.8100000000001,3
6079967,1176092.84,1883671.46,594.35,2
6080205,1176092.8900000001,1884733.11,597.39,2
6080348,1176092.91,1883061.72,681.58,5
6080477,1176092.94,1884326.43,596.74,3
6080594,1176092.96,1883651.92,607.69,4
6080663,1176092.97,1883041.99,681.41,5
6080992,1176093.03,1882973.1300000001,672.41,6
6081184,1176093.07,1884301.26,597.1,3
6081381,1176093.1,1883043.08,680.9,6
6081480,1176093.12,1883554.49,594.27,2
6081778,1176093.18,1882937.99,684.83,6
6082410,1176093.35,1883440.47,594.17,2
6082569,1176093.3800000001,1882971.6,673.01,6
6082697,1176093.42,1884798.1,596.39,2
6082915,1176093.47,1883741.56,594.8000000000001,2
6083066,1176093.51,1883397.73,594.13,2
6083140,1176093.53,1884065.58,596.65,3
6083222,1176093.55,1883651.92,616.13,5
6083290,1176093.57,1884924.29,603.21,4
6083375,1176093.59,1884694.79,597.36,2
6083528,1176093.62,1883007.0,673.61,6
6084056,1176093.74,1884162.85,611.66,4
6084577,1176093.85,1884207.8900000001,599.99,3
6085005,1176093.95,1882972.3900000001,673.37,6
6085063,1176093.97,1884205.31,593.97,3
6085086,1176093.97,1882959.52,676.52,6
6085623,1176094.1,1884293.8,620.9,6
6085659,1176094.11,1884335.44,595.26,3
6085866,1176094.1500000001,1884396.3800000001,620.61,6
6085953,1176094.16,1882813.4000000001,594.35,2
6085976,1176094.17,1884301.79,620.92,6
6086036,1176094.18,1883211.86,661.07,5
6086116,1176094.2,1884292.6300000001,599.2,3
6086982,1176094.3900000001,1883148.97,644.61,5
6087063,1176094.41,1883613.32,602.28,3
6087450,1176094.49,1884257.74,594.26,2
6087565,1176094.51,1883220.58,599.01,3
6087837,1176094.56,1882747.6300000001,598.17,3
6087903,1176094.58,1884264.3800000001,596.01,3
6088022,1176094.6,1882937.75,685.44,6
6088736,1176094.76,1883211.49,608.39,4
6088773,1176094.77,1884182.58,599.47,3
6089129,1176094.86,1883331.19,603.32,4
6089177,1176094.87,1883194.97,656.78,5
6089277,1176094.8900000001,1882575.33,611.67,4
6089514,1176094.94,1883335.87,608.19,4
6089750,1176094.99,1884288.76,620.87,6
6089836,1176095.0,1882598.97,606.3100000000001,4
6090030,1176095.04,1883152.1300000001,656.8100000000001,6
6090051,1176095.05,1884298.1500000001,620.85,6
6090861,1176095.19,1883948.17,593.85,2
6091009,1176095.22,1884930.02,612.4300000000001,4
6091061,1176095.23,1884928.33,608.5600000000001,4
6091471,1176095.29,1884240.46,598.64,3
6091823,1176095.35,1883324.09,599.35,3
6091874,1176095.36,1883889.77,593.86,2
6091927,1176095.37,1883901.1300000001,593.86,2
6091971,1176095.3800000001,1884249.6600000001,604.02,3
6091972,1176095.3800000001,1884247.0,598.3000000000001,3
6092069,1176095.3900000001,1882918.7,678.95,5
6092190,1176095.41,1882748.36,617.6800000000001,5
6092415,1176095.46,1883865.85,593.83,2
6092612,1176095.5,1882739.93,605.77,4
6092627,1176095.51,1884223.24,594.65,3
6092630,1176095.51,1884214.43,595.77,3
6092778,1176095.54,1884209.1600000001,593.2,7
6093046,1176095.6,1884161.9100000001,614.2,5
6093111,1176095.61,1884184.98,594.19,1
6093238,1176095.6300000001,1883310.32,600.65,3
6093475,1176095.67,1883071.67,685.82,6
6093499,1176095.68,1884431.43,591.49,2
6094009,1176095.75,1884692.62,597.36,2
6094450,1176095.81,1882741.8,619.96,5
6094459,1176095.82,1884975.8900000001,593.5500000000001,2
6094598,1176095.84,1884945.48,620.01,5
6094857,1176095.87,1882577.36,607.9,4
6095085,1176095.91,1882970.21,675.13,6
6095138,1176095.92,1883272.84,593.1800000000001,2
6095192,1176095.93,1883258.74,599.76,3
6095895,1176096.04,1882723.8800000001,627.13,5
6096067,1176096.07,1882529.76,607.66,2
6096303,1176096.12,1883006.18,676.51,6
6096306,1176096.12,1882941.83,681.8100000000001,5
6096515,1176096.16,1882947.6600000001,683.86,5
6096767,1176096.21,1884169.3,609.3000000000001,4
6096787,1176096.21,1882741.08,619.99,5
6096914,1176096.24,1883669.76,596.96,3
6097052,1176096.26,1882726.47,609.11,4
6097181,1176096.29,1884814.73,596.14,2
6098095,1176096.43,1882722.25,616.5,5
6099067,1176096.6,1883997.31,593.74,2
6099238,1176096.6300000001,1883030.22,679.97,6
6099721,1176096.73,1882845.2,615.04,6
6100009,1176096.78,1882737.37,599.23,3
6100113,1176096.81,1883547.4000000001,594.16,2
6100391,1176096.86,1882826.53,594.79,2
6100592,1176096.91,1884168.71,609.42,4
6100616,1176096.91,1883055.6300000001,687.92,6
6100648,1176096.92,1884517.22,595.88,2
6100650,1176096.92,1884383.33,620.52,6
6101007,1176096.99,1884463.12,591.66,2
6101022,1176096.99,1883117.7,591.0600000000001,2
6101522,1176097.09,1884297.6500000001,598.9300000000001,3
6101667,1176097.11,1883049.99,687.9,6
6102128,1176097.19,1883672.18,599.42,3
6102212,1176097.2,1883198.99,656.62,6
6102611,1176097.26,1882652.1300000001,600.1800000000001,3
6102740,1176097.29,1884212.18,620.74,6
6102933,1176097.32,1883067.2,690.48,5
6103078,1176097.35,1884997.62,593.83,2
6103107,1176097.35,1883302.53,611.26,4
6103207,1176097.36,1882629.34,595.19,2
6103303,1176097.3800000001,1883047.03,687.34,5
6103411,1176097.4000000001,1883212.26,631.11,5
6103752,1176097.46,1884900.03,592.46,2
6103793,1176097.46,1882623.32,599.37,3
6103802,1176097.47,1884962.83,593.62,2
6103870,1176097.48,1884573.47,596.78,2
6104006,1176097.5,1882717.4100000001,633.73,6
6104648,1176097.62,1882653.5,627.1800000000001,5
6104867,1176097.67,1882654.1,626.2,5
6104963,1176097.7,1883787.1,594.22,2
6104972,1176097.7,1882692.17,633.82,6
6105077,1176097.73,1883449.79,594.0600000000001,2
6105261,1176097.78,1884459.55,591.24,2
6105313,1176097.79,1883299.59,608.97,4
6105381,1176097.81,1883181.56,657.77,5
6106199,1176097.99,1883046.61,689.29,5
6106203,1176097.99,1883014.21,678.63,6
6106295,1176098.01,1883056.25,691.52,5
6106880,1176098.1300000001,1883624.23,602.51,3
6107167,1176098.19,1882922.93,683.86,5
6107184,1176098.2,1884578.54,596.92,2
6107544,1176098.27,1882825.67,595.51,3
6107729,1176098.31,1882824.96,597.03,3
6107884,1176098.35,1883633.3800000001,609.08,4
6108021,1176098.3800000001,1883490.94,594.13,2
6108148,1176098.41,1884353.86,620.57,6
6108210,1176098.42,1883083.46,601.61,3
6109019,1176098.57,1883721.35,594.48,2
6109423,1176098.6400000001,1883306.11,611.65,6
6109620,1176098.67,1883149.67,631.3100000000001,5
6109681,1176098.68,1883366.6500000001,594.12,2
6109828,1176098.7,1883029.96,679.73,6
6109831,1176098.7,1882895.87,611.35,6
6109841,1176098.7,1882598.85,600.03,3
6109869,1176098.71,1883673.33,603.02,3
6109945,1176098.72,1883286.6400000001,593.0600000000001,2
6109987,1176098.73,1884260.55,620.54,6
6109993,1176098.73,1884154.95,612.47,4
6110136,1176098.75,1882999.17,682.4300000000001,6
6110505,1176098.81,1882620.76,627.94,5
6110546,1176098.82,1883042.5,690.27,5
6110596,1176098.83,1883636.21,593.5,2
6110704,1176098.85,1883627.3800000001,593.66,2
6110882,1176098.8800000001,1883003.47,679.17,6
6110900,1176098.8800000001,1882624.02,600.3100000000001,3
6111473,1176099.01,1883516.95,594.03,2
6111880,1176099.11,1883503.22,594.15,2
6111894,1176099.11,1882796.1,594.44,2
6112264,1176099.21,1884461.07,591.23,2
6112291,1176099.21,1882824.44,594.41,2
6112502,1176099.27,1884442.98,591.67,2
6112725,1176099.32,1883619.1500000001,604.84,4
6112765,1176099.33,1884151.6300000001,606.8100000000001,4
6112851,1176099.34,1882604.71,613.41,4
6113025,1176099.3800000001,1882584.34,605.7,4
6113116,1176099.4000000001,1883148.8800000001,644.97,5
6113239,1176099.43,1884944.53,622.89,5
6113328,1176099.44,1882600.48,613.37,4
6113522,1176099.48,1882602.34,603.66,3
6113898,1176099.56,1883083.69,670.24,6
6114167,1176099.61,1882753.6400000001,633.63,6
6114620,1176099.7,1882760.03,633.74,6
6114787,1176099.74,1883859.31,593.64,2
6114940,1176099.77,1884155.6400000001,612.54,4
6114960,1176099.77,1883082.11,618.79,5
6114993,1176099.78,1884496.23,594.45,2
6115191,1176099.81,1883131.43,591.34,2
6115254,1176099.82,1882665.5,633.76,6
6115439,1176099.85,1882688.54,633.6800000000001,6
6115583,1176099.8800000001,1883716.43,599.74,3
6115722,1176099.91,1884939.12,633.62,5
6116079,1176099.97,1883211.35,656.8000000000001,5
6116183,1176099.99,1883330.11,609.29,6
6116343,1176100.02,1883734.36,594.67,2
6116850,1176100.11,1883025.59,681.45,6
6116921,1176100.1300000001,1884275.1,595.78,2
6117066,1176100.1500000001,1882571.5,634.3000000000001,6
6117153,1176100.17,1882867.95,623.2,6
6117397,1176100.22,1883711.93,596.42,3
6117790,1176100.31,1884935.51,593.4300000000001,2
6117823,1176100.31,1882838.53,615.59,6
6117971,1176100.35,1883868.69,593.72,2
6118080,1176100.37,1883706.19,600.97,3
6118089,1176100.37,1883554.51,594.1,2
6118333,1176100.42,1882914.25,681.51,5
6118350,1176100.43,1884932.6300000001,593.33,2
6118390,1176100.44,1884149.82,607.17,4
6118528,1176100.47,1883570.43,593.97,2
6118574,1176100.48,1882784.6300000001,594.32,2
6118755,1176100.53,1882828.69,594.5600000000001,2
6119466,1176100.71,1884371.81,620.53,6
6119528,1176100.72,1883334.49,607.88,6
6119626,1176100.74,1883379.71,593.9300000000001,2
6120193,1176100.85,1884652.96,597.32,2
6120865,1176100.96,1883967.57,593.63,2
6120886,1176100.96,1883004.47,681.42,6
6120897,1176100.96,1882937.8900000001,689.9300000000001,5
6121170,1176101.01,1883905.6300000001,593.64,2
6121429,1176101.05,1883220.77,593.3100000000001,2
6121982,1176101.1500000001,1883131.08,607.44,4
6122297,1176101.23,1884166.76,612.47,4
6122403,1176101.25,1882516.43,613.45,4
6122626,1176101.31,1883801.62,593.9,2
6122654,1176101.32,1884373.3800000001,620.49,6
6122805,1176101.35,1883050.74,694.86,5
6122916,1176101.3800000001,1883467.78,593.98,2
6123372,1176101.48,1883080.76,675.34,5
6123414,1176101.49,1883197.62,656.23,6
6123584,1176101.53,1883187.55,657.33,6
6123665,1176101.55,1883326.43,610.34,6
6123830,1176101.59,1883288.73,609.85,4
6124192,1176101.69,1884993.27,593.49,2
6124322,1176101.73,1884933.34,632.69,5
6124484,1176101.78,1884941.23,593.75,2
6124599,1176101.81,1884182.1,612.6800000000001,4
6124659,1176101.83,1884168.96,599.1,3
6124993,1176101.93,1882705.81,633.75,6
6125237,1176101.99,1882704.31,633.77,6
6125482,1176102.05,1883056.84,697.38,5
6125622,1176102.09,1884758.4100000001,597.04,2
6125656,1176102.09,1882617.09,634.22,6
6125695,1176102.1,1883129.83,591.0,2
6125853,1176102.1400000001,1883767.53,594.21,2
6125968,1176102.16,1882639.53,633.75,6
6126316,1176102.23,1883044.8,696.01,5
6126430,1176102.25,1882539.09,634.22,6
6126600,1176102.29,1883682.1,594.92,3
6126782,1176102.33,1882957.02,682.12,6
6127133,1176102.41,1882853.61,622.92,6
6127623,1176102.54,1884171.03,622.97,5
6127859,1176102.6,1884168.22,623.46,5
6127873,1176102.6,1882922.57,692.15,6
6127900,1176102.61,1883890.31,593.61,2
6128109,1176102.67,1883477.32,593.98,2
6128312,1176102.73,1882906.1600000001,669.9300000000001,6
6128746,1176102.86,1884088.8800000001,594.12,2
6129060,1176102.95,1883427.4000000001,594.1,2
6129070,1176102.95,1883066.3,695.62,6
6129157,1176102.98,1883073.2,684.13,6
6129330,1176103.04,1884248.49,620.49,6
6129334,1176103.04,1883995.08,593.5,2
6129427,1176103.07,1883665.03,593.91,2
6129533,1176103.1,1882980.7,682.64,6
6129654,1176103.1400000001,1884921.72,592.95,2
6129846,1176103.19,1884172.01,597.65,3
6130308,1176103.3,1884577.81,596.97,2
6130392,1176103.32,1884159.62,614.2,5
6130664,1176103.3900000001,1883840.53,593.6,2
6130668,1176103.3900000001,1883080.45,604.16,4
6130753,1176103.41,1882685.62,633.6800000000001,6
6130781,1176103.42,1883135.18,607.87,4
6130787,1176103.42,1882798.33,594.32,2
6130824,1176103.43,1882814.96,594.36,2
6131153,1176103.53,1882682.04,633.67,6
6131189,1176103.54,1883071.54,687.22,6
6131501,1176103.62,1883177.33,658.51,6
6131669,1176103.66,1884167.09,623.64,5
6131816,1176103.69,1884057.03,594.75,3
6131865,1176103.7,1884719.4000000001,597.35,2
6131985,1176103.73,1884684.0,597.48,2
6132015,1176103.73,1882879.09,620.9300000000001,5
6132549,1176103.86,1882889.33,612.58,6
6132572,1176103.87,1883087.68,658.19,6
6132638,1176103.8900000001,1884595.25,597.13,2
6132708,1176103.9000000001,1882851.1300000001,615.17,5
6133240,1176104.06,1882690.74,633.6800000000001,6
6133241,1176104.07,1884961.9100000001,598.92,3
6133256,1176104.07,1884161.54,623.4300000000001,5
6133580,1176104.17,1882656.87,633.71,6
6133598,1176104.18,1884171.3800000001,610.15,4
6133787,1176104.24,1883059.48,699.87,5
6134470,1176104.41,1883034.75,686.95,6
6134764,1176104.49,1882534.6,634.11,6
6134826,1176104.51,1884672.46,597.4300000000001,2
6134994,1176104.55,1883641.95,593.77,2
6135450,1176104.66,1882942.9000000001,692.1800000000001,6
6135778,1176104.77,1884480.0,604.88,4
6135781,1176104.77,1884165.97,620.47,5
6135839,1176104.78,1882674.84,633.72,6
6135908,1176104.81,1884861.1,593.57,2
6136016,1176104.84,1882805.47,594.36,2
6136119,1176104.87,1882638.67,633.8000000000001,6
